Tree,Lat,Lat ',Long,Long '
MB0461,37,25.252,115,33.307
MB0462,37,25.437,115,33.231
MB0463,37,25.521,115,33.181
MB0464,37,25.556,115,33.167
MB0465,37,25.617,115,33.177
MidMeadview,35,53.012,114,5.193
Montezuma 31,37,44.221,117,22.998
Montezuma 310,37,44.221,117,22.998
Montezuma 311,37,44.221,117,22.998
Montezuma 312,37,44.214,117,22.758
Montezuma 313,37,44.219,117,22.758
Montezuma 314,37,44.222,117,22.755
Montezuma 315,37,44.222,117,22.768
Montezuma 316,37,44.229,117,22.759
Montezuma 317,37,44.229,117,22.759
Montezuma 318,37,44.231,117,22.775
Montezuma 319,37,44.236,117,22.791
Montezuma 32,37,44.221,117,22.998
Montezuma 320,37,44.245,117,22.768
Montezuma 321,37,44.245,117,22.750
Montezuma 322,37,44.245,117,22.750
Montezuma 323,37,44.244,117,22.754
Montezuma 324,37,44.244,117,22.752
Montezuma 325,37,44.252,117,22.765
Montezuma 326,37,44.254,117,22.757
Montezuma 327,37,44.268,117,22.772
Montezuma 328,37,44.265,117,22.770
Montezuma 329,37,44.265,117,22.765
Montezuma 33,37,44.221,117,22.998
Montezuma 330,37,44.260,117,22.758
Montezuma 331,37,44.260,117,22.755
Montezuma 332,37,44.258,117,22.758
Montezuma 333,37,44.260,117,22.756
Montezuma 334,37,44.261,117,22.752
Montezuma 335,37,44.266,117,22.757
Montezuma 336,37,44.275,117,22.754
Montezuma 337,37,44.285,117,22.751
Montezuma 338,37,44.277,117,22.743
Montezuma 339,37,44.280,117,22.744
Montezuma 34,37,44.221,117,22.998
Montezuma 340,37,44.290,117,22.745
Montezuma 341,37,44.292,117,22.738
Montezuma 342,37,44.312,117,22.758
Montezuma 343,37,44.324,117,22.749
Montezuma 344,37,44.324,117,22.749
Montezuma 345,37,44.315,117,22.734
Montezuma 346,37,44.335,117,22.731
Montezuma 347,37,44.338,117,22.727
Montezuma 348,37,44.347,117,22.745
Montezuma 349,37,44.354,117,22.742
Montezuma 35,37,44.221,117,22.998
Montezuma 350,37,44.351,117,22.719
Montezuma 36,37,44.221,117,22.998
Montezuma 37,37,44.221,117,22.998
Montezuma 38,37,44.221,117,22.998
Montezuma 39,37,44.221,117,22.998
Montezuma 51,37,45.816,117,24.326
Montezuma 510,N/A,N/A,N/A,N/A
Montezuma 511,37,45.659,117,24.163
Montezuma 512,37,45.626,117,24.152
Montezuma 513,37,45.620,117,24.170
Montezuma 514,37,45.627,117,24.177
Montezuma 515,37,45.626,117,24.142
Montezuma 516,37,45.595,117,24.126
Montezuma 517,37,45.592,117,24.115
Montezuma 518,37,45.542,117,24.118
Montezuma 519,37,45.531,117,24.107
Montezuma 52,37,45.800,117,24.326
Montezuma 520,37,45.504,117,24.072
Montezuma 521,37,45.500,117,24.080
Montezuma 522,37,45.493,117,24.077
Montezuma 523,37,45.486,117,24.064
Montezuma 524,37,45.475,117,24.061
Montezuma 525,37,45.470,117,24.061
Montezuma 526,37,45.481,117,24.055
Montezuma 527,37,45.480,117,24.039
Montezuma 528,37,45.480,117,24.039
Montezuma 529,37,45.480,117,24.039
Montezuma 53,37,45.773,117,24.302
Montezuma 530,37,45.480,117,24.043
Montezuma 531,37,45.474,117,24.039
Montezuma 532,37,45.470,117,24.044
Montezuma 533,37,45.459,117,24.044
Montezuma 534,37,45.473,117,24.036
Montezuma 535,37,45.456,117,24.016
Montezuma 54,37,45.781,117,24.287
Montezuma 55,37,45.776,117,24.270
Montezuma 56,37,45.752,117,24.251
Montezuma 57,37,45.746,117,24.265
Montezuma 58,37,45.708,117,24.216
Montezuma 59,37,45.667,117,24.181
MR0001,37,23.246,115,31.513
MR0002,37,23.644,115,30.925
MR0003,37,23.652,115,30.929
MR0004,37,23.643,115,30.938
MR0005,37,23.662,115,30.933
MR0006,37,23.645,115,30.913
MR0007,37,23.643,115,30.905
MR0008,37,23.645,115,31.759
MR0009,37,23.651,115,31.771
MR0010,37,23.633,115,31.767
MR0011,37,23.633,115,31.756
MR0012,37,23.630,115,31.784
MR0013,37,23.633,115,31.745
MR0014,37,23.646,115,31.730
MR0015,37,24.286,115,32.107
MR0016,37,24.286,115,32.114
MR0017,37,24.298,115,32.122
MR0018,37,24.275,115,32.117
MR0019,37,24.277,115,32.109
MR0020,37,24.269,115,32.102
MR0021,37,24.268,115,32.097
MR0022,37,24.273,115,32.100
MR0023,37,24.276,115,32.100
MR0024,37,24.277,115,32.089
MR0025,37,24.288,115,32.078
MR0026,37,24.287,115,32.086
MR0027,37,24.287,115,32.092
MR0028,37,24.302,115,32.087
MR0029,37,24.297,115,32.094
MR0030,37,24.300,115,32.099
MR0031,37,24.714,115,30.981
MR0032,37,24.717,115,31.721
MR0033,37,24.720,115,31.711
MR0034,37,24.721,115,31.710
MR0035,37,24.712,115,31.712
MR0036,37,24.704,115,31.709
MR0037,37,24.704,115,31.707
MR0038,37,24.700,115,31.726
MR0039,37,24.711,115,31.752
MR0040,37,24.720,115,31.746
MR0041,37,24.696,115,32.427
MR0042,37,24.695,115,32.424
MR0043,37,24.694,115,32.424
MR0044,37,24.699,115,32.406
MR0045,37,24.702,115,32.412
MR0046,37,24.714,115,32.412
MR0047,37,24.715,115,32.421
MR0048,37,24.722,115,32.420
MR0049,37,24.727,115,32.428
MR0050,37,24.719,115,32.426
MR0051,37,24.723,115,32.439
MR0052,37,24.721,115,32.434
MR0053,37,24.714,115,32.444
MR0054,37,24.714,115,32.434
MR0055,37,24.708,115,32.442
MR0056,37,24.699,115,32.436
MR0057,37,24.703,115,32.446
MR0058,37,24.710,115,32.446
MR0059,37,24.295,115,31.397
MR0060,37,24.295,115,31.397
MR0061,37,24.298,115,31.398
MR0062,37,24.291,115,31.409
MR0063,37,24.275,115,31.419
MR0064,37,24.273,115,31.382
MR0065,37,24.269,115,30.647
MV0001,36,5.762,114,3.209
MV0002,36,5.762,114,3.211
MV0003,36,5.752,114,3.204
MV0004,36,5.753,114,3.204
MV0005,36,5.768,114,3.207
MV0006,36,5.662,114,3.229
MV0007,36,5.650,114,3.235
MV0008,36,5.650,114,3.235
MV0009,36,5.650,114,3.235
MV0010,36,5.650,114,3.238
MV0011,36,5.559,114,3.286
MV0012,36,5.560,114,3.285
MV0013,36,5.559,114,3.286
MV0014,36,5.558,114,3.297
MV0015,36,5.552,114,3.297
MV0016,36,5.464,114,3.308
MV0017,36,5.464,114,3.308
MV0018,36,5.463,114,3.308
MV0019,36,5.463,114,3.308
MV0020,36,5.458,114,3.299
MV0021,36,5.872,114,3.192
MV0022,36,5.872,114,3.190
MV0023,36,5.870,114,3.191
MV0024,36,5.880,114,3.173
MV0025,36,5.858,114,3.149
MV0026,36,5.962,114,3.114
MV0027,36,5.962,114,3.114
MV0028,36,5.975,114,3.120
MV0029,36,5.975,114,3.119
MV0030,36,5.975,114,3.132
MV0031,36,6.065,114,3.080
MV0032,36,6.065,114,3.075
MV0033,36,6.062,114,3.084
MV0034,36,6.072,114,3.087
MV0035,36,6.069,114,3.089
MV0036,36,4.137,114,3.524
MV0037,36,4.135,114,3.507
MV0038,36,4.133,114,3.494
MV0039,36,4.126,114,3.524
MV0040,36,4.126,114,3.524
MV0041,36,4.147,114,3.383
MV0042,36,4.147,114,3.382
MV0043,36,4.147,114,3.382
MV0044,36,4.138,114,3.379
MV0045,36,4.135,114,3.394
MV0046,36,4.155,114,3.248
MV0047,36,4.154,114,3.262
MV0048,36,4.157,114,3.264
MV0049,36,4.143,114,3.256
MV0050,36,4.144,114,3.238
MV0051,36,4.148,114,3.121
MV0052,36,4.148,114,3.107
MV0053,36,4.165,114,3.101
MV0054,36,4.162,114,3.123
MV0055,36,4.159,114,3.130
MV0056,36,4.152,114,2.981
MV0057,36,4.162,114,2.984
MV0058,36,4.162,114,2.986
MV0059,36,4.165,114,2.986
MV0060,36,4.151,114,2.969
MV0061,36,4.159,114,2.845
MV0062,36,4.164,114,2.848
MV0063,36,4.165,114,2.857
MV0064,36,4.144,114,2.836
MV0065,36,4.145,114,2.836
MV0250,36,1.504,114,3.885
MV0251,36,1.506,114,3.875
MV0252,36,1.492,114,3.885
MV0253,36,1.489,114,3.908
MV0254,36,1.508,114,3.872
MV0255,36,1.498,114,4.033
MV0256,36,1.492,114,4.028
MV0257,36,1.492,114,4.028
MV0258,36,1.492,114,4.028
MV0259,36,1.492,114,4.028
MV0260,36,1.504,114,4.168
MV0261,36,1.504,114,4.168
MV0262,36,1.492,114,4.128
MV0263,36,1.492,114,4.128
MV0264,36,1.492,114,4.128
MV0265,36,1.503,114,4.286
MV0266,36,1.503,114,4.286
MV0267,36,1.503,114,4.286
MV0268,36,1.503,114,4.286
MV0269,36,1.503,114,4.286
MV0270,36,1.510,114,4.424
MV0271,36,1.504,114,4.412
MV0272,36,1.508,114,4.408
MV0273,36,1.489,114,4.423
MV0274,36,1.489,114,4.423
MV0275,35,58.317,114,4.038
MV0276,35,58.323,114,4.048
MV0277,35,58.326,114,4.046
MV0278,35,58.326,114,4.046
MV0279,35,58.315,114,4.041
MV0280,35,58.322,114,3.913
MV0281,35,58.323,114,3.914
MV0282,35,58.324,114,3.905
MV0283,35,58.317,114,3.918
MV0284,35,58.312,114,3.915
MV0285,35,58.317,114,3.778
MV0286,35,58.313,114,3.767
MV0287,35,58.330,114,3.771
MV0288,35,58.318,114,3.784
MV0289,35,58.316,114,3.797
MV0290,35,58.321,114,3.373
MV0291,35,58.326,114,3.374
MV0292,35,58.328,114,3.371
MV0293,35,58.323,114,3.364
MV0294,35,58.321,114,3.365
MV0295,35,58.308,114,3.237
MV0296,35,58.308,114,3.237
MV0297,35,58.301,114,3.243
MV0298,35,58.295,114,3.246
MV0299,35,58.317,114,3.271
MV0300,35,58.319,114,3.117
MV0301,35,58.320,114,3.125
MV0302,35,58.320,114,3.125
MV0303,35,58.320,114,3.125
MV0304,35,58.320,114,3.125
MV0305,35,58.325,114,3.636
MV0306,35,58.324,114,3.645
MV0307,35,58.324,114,3.645
MV0308,35,58.316,114,3.633
MV0309,35,58.333,114,3.631
MV0310,35,58.322,114,3.507
MV0311 ,35,58.322,114,3.513
MV0312,35,58.319,114,3.517
MV0313,35,58.323,114,3.501
MV0314,35,58.314,114,3.514
MV0501,35,56.819,114,4.064
MV0502,35,56.809,114,4.046
MV0503,35,56.804,114,4.050
MV0504,35,56.800,114,4.052
MV0505,35,56.798,114,4.060
MV0506,35,56.786,114,3.934
MV0507,35,56.780,114,3.944
MV0508,35,56.770,114,3.943
MV0509,35,56.765,114,3.923
MV0510,35,56.780,114,3.910
MV0511,35,56.749,114,3.809
MV0512,35,56.751,114,3.799
MV0513,35,56.754,114,3.808
MV0514,35,56.748,114,3.795
MV0515,35,56.743,114,3.795
MV0516,35,54.789,114,3.136
MV0517,35,54.792,114,3.137
MV0518,35,54.790,114,3.143
MV0519,35,54.787,114,3.137
MV0520,35,54.790,114,3.134
MV0521,35,54.805,114,3.263
MV0522,35,54.805,114,3.260
MV0523,35,54.809,114,3.259
MV0524,35,54.800,114,3.267
MV0525,35,54.810,114,3.274
MV0526,35,54.842,114,3.395
MV0527,35,54.839,114,3.390
MV0528,35,54.838,114,3.387
MV0529,35,54.842,114,3.387
MV0530,35,54.848,114,3.397
MV0531,35,54.871,114,3.522
MV0532,35,54.870,114,3.525
MV0533,35,54.867,114,3.526
MV0534,35,54.867,114,3.527
MV0535,35,54.866,114,3.528
MV0536,35,54.894,114,3.649
MV0537,35,54.891,114,3.658
MV0538,35,54.889,114,3.659
MV0539,35,54.890,114,3.656
MV0540,35,54.899,114,3.657
MV0541,35,54.920,114,3.784
MV0542,35,54.915,114,3.784
MV0543,35,54.923,114,3.782
MV0545,35,54.924,114,3.790
MV0546,35,54.921,114,3.792
MV0547,35,54.944,114,3.912
MV0548,35,54.941,114,3.912
MV0549,35,54.942,114,3.917
MV0550,35,54.948,114,3.918
MV0551,35,54.939,114,3.909
MV0751,35,54.107,114,2.978
MV0752,35,54.107,114,2.978
MV0753,35,54.107,114,2.978
MV0754,35,54.112,114,2.980
MV0755,35,54.109,114,2.968
MV0756,35,54.108,114,2.835
MV0757,35,54.104,114,2.838
MV0758,35,54.101,114,2.834
MV0759,35,54.107,114,2.850
MV0760,35,54.115,114,2.854
MV0761,35,54.111,114,2.706
MV0762,35,54.124,114,2.718
MV0763,35,54.114,114,2.726
MV0764,35,54.114,114,2.726
MV0765,35,54.114,114,2.726
MV0766,35,54.111,114,2.588
MV0767,35,54.115,114,2.584
MV0768,35,54.120,114,2.581
MV0769,35,54.116,114,2.575
MV0770,35,54.111,114,2.568
MV0771,35,54.112,114,2.450
MV0772,35,54.118,114,2.445
MV0773,35,54.118,114,2.445
MV0774,35,54.118,114,2.445
MV0775,35,54.113,114,2.453
MV0776,35,54.114,114,2.318
MV0777,35,54.112,114,2.319
MV0778,35,54.112,114,2.319
MV0779,35,54.110,114,2.315
MV0780,35,54.110,114,2.315
MV0781,35,54.112,114,2.142
MV0782,35,54.113,114,2.143
MV0783,35,54.115,114,2.145
MV0784,35,54.115,114,2.145
MV0785,35,54.114,114,2.144
MV0786,35,54.111,114,2.016
MV0787,35,54.105,114,2.013
MV0788,35,54.105,114,2.008
MV0789,35,54.105,114,2.008
MV0790,35,54.112,114,2.004
MV0791,35,54.108,114,1.878
MV0792,35,54.110,114,1.885
MV0793,35,54.119,114,1.880
MV0794,35,54.119,114,1.880
MV0795,35,54.113,114,1.870
MV0796,35,53.325,114,2.504
MV0797,35,53.326,114,2.500
MV0798,35,53.323,114,2.507
MV0799,35,53.322,114,2.507
MV0800,35,53.332,114,2.505
MV0801,35,53.325,114,2.635
MV0802,35,53.322,114,2.637
MV0803,35,53.331,114,2.638
MV0804,35,53.330,114,2.635
MV0805,35,53.334,114,2.634
MV0806,35,53.321,114,2.768
MV0807,35,53.326,114,2.762
MV0808,35,53.326,114,2.766
MV0809,35,53.332,114,2.770
MV0810,35,53.330,114,2.773
MV1000,35,52.704,113,58.333
MV1001,35,52.704,113,58.333
MV1002,35,52.704,113,58.333
MV1003,35,52.709,113,58.337
MV1004,35,52.709,113,58.337
MV1005,35,52.715,113,58.206
MV1006,35,52.719,113,58.205
MV1007,35,52.720,113,58.195
MV1008,35,52.717,113,58.195
MV1009,35,52.724,113,58.205
MV1010,35,52.718,113,58.066
MV1011,35,52.725,113,58.063
MV1012,35,52.715,113,58.065
MV1013,35,52.715,113,58.065
MV1014,35,52.718,113,58.063
MV1015,35,52.711,113,57.941
MV1016,35,52.707,113,57.940
MV1017,35,52.714,113,57.938
MV1018,35,52.711,113,57.942
MV1019,35,52.704,113,57.941
MV1020,35,52.713,113,57.806
MV1021,35,52.713,113,57.805
MV1022,35,52.714,113,57.804
MV1023,35,52.715,113,57.805
MV1024,35,52.707,113,57.803
MV1025,35,52.715,113,57.601
MV1026,35,52.715,113,57.602
MV1027,35,52.710,113,57.605
MV1028,35,52.719,113,57.604
MV1029,35,52.711,113,57.610
MV1030,35,52.716,113,57.473
MV1031,35,52.713,113,57.471
MV1032,35,52.711,113,57.475
MV1033,35,52.717,113,57.481
MV1034,35,52.720,113,57.476
MV1035,35,51.609,114,3.804
MV1036,35,51.617,114,3.807
MV1037,35,51.607,114,3.814
MV1038,35,51.611,114,3.792
MV1039,35,51.620,114,3.805
MV1040,35,51.672,114,3.699
MV1041,35,51.683,114,3.693
MV1042,35,51.685,114,3.693
MV1043,35,51.685,114,3.693
MV1044,35,51.672,114,3.689
MV1045,35,51.754,114,3.604
MV1046,35,51.744,114,3.606
MV1047,35,51.744,114,3.606
MV1048,35,51.750,114,3.613
MV1049,35,51.753,114,3.618
MV1050,35,51.824,114,3.504
MV1051,35,51.824,114,3.504
MV1052,35,51.824,114,3.504
MV1053,35,51.825,114,3.506
MV1054,35,51.825,114,3.506
MV1055,35,51.893,114,3.404
MV1056,35,51.893,114,3.399
MV1057,35,51.898,114,3.394
MV1058,35,51.897,114,3.401
MV1059,35,51.902,114,3.411
MV1060,35,51.992,114,3.325
MV1061,35,51.991,114,3.324
MV1062,35,51.984,114,3.332
MV1063,35,51.983,114,3.334
MV1064,35,51.979,114,3.333
MV1065,35,52.063,114,3.236
MV1066,35,52.064,114,3.237
MV1067,35,52.068,114,3.236
MV1068,35,52.067,114,3.242
MV1069,35,52.063,114,3.243
MV1070,35,52.142,114,3.141
MV1071,35,52.142,114,3.141
MV1072,35,52.143,114,3.143
MV1073,35,52.142,114,3.149
MV1074,35,52.142,114,3.149
MV1251,35,58.462,113,55.949
MV1252,35,58.461,113,55.950
MV1253,35,58.463,113,55.951
MV1254,35,58.462,113,55.951
MV1255,35,58.462,113,55.952
MV1256,35,58.568,113,55.943
MV1257,35,58.569,113,55.937
MV1258,35,58.571,113,55.942
MV1259,35,58.574,113,55.941
MV1260,35,58.563,113,55.942
MV1261,35,58.685,113,56.102
MV1262,35,58.685,113,56.109
MV1263,35,58.688,113,56.108
MV1264,35,58.691,113,56.100
MV1265,35,58.689,113,56.098
MV1266,35,57.329,113,57.032
MV1267,35,57.326,113,57.037
MV1268,35,57.327,113,57.305
MV1269,35,57.326,113,57.036
MV1270,35,57.328,113,57.035
MV1271,35,57.333,113,57.188
MV1272,35,57.330,113,57.166
MV1273,35,57.330,113,57.160
MV1274,35,57.323,113,57.166
MV1275,35,57.322,113,57.166
MV1276,35,57.341,113,57.311
MV1277,35,57.341,113,57.312
MV1278,35,57.337,113,57.307
MV1279,35,57.338,113,57.305
MV1280,35,57.334,113,57.307
MV1281,35,57.330,113,57.448
MV1282,35,57.338,113,57.441
MV1283,35,57.338,113,57.435
MV1284,35,57.332,113,57.432
MV1285,35,57.325,113,57.439
MV1286,35,57.317,113,57.588
MV1287,35,57.316,113,57.589
MV1288,35,57.317,113,57.589
MV1289,35,57.315,113,57.588
MV1290,35,57.316,113,57.590
MZ0001,37,44.444,117,15.698
MZ0002,37,44.454,117,15.723
MZ0003,37,44.474,117,15.798
MZ0004,37,44.466,117,15.801
MZ0005,37,44.468,117,15.812
MZ0006,37,44.474,117,15.848
MZ0007,37,44.478,117,15.850
MZ0008,37,44.475,117,15.850
MZ0009,37,44.495,117,15.866
MZ0010,37,44.454,117,15.889
NTI0001,36,57.544,116,3.916
NTI0002,36,57.618,116,3.915
NTI0003,36,57.620,116,3.948
NTI0004,36,57.638,116,3.968
NTI0005,36,57.565,116,4.101
NTI0006,36,57.535,116,4.010
NTI0007,36,57.631,116,4.215
NTI0008,36,57.637,116,4.232
NTI0009,36,57.591,116,4.218
NTI0010,36,57.566,116,4.325
NTII0001,36,58.766,116,59.369
NTII0002,36,58.765,116,59.346
NTII0003,36,58.748,116,59.348
NTII0004,36,58.742,116,59.345
NTII0005,36,58.756,116,59.337
NTII0006,36,58.723,116,59.336
NTII0007,36,58.677,116,59.282
NTII0008,36,58.673,116,59.306
NTII0009,36,58.653,116,59.310
NTII0010,36,58.654,116,59.309
Pahranagat1,37,27.395,115,20.067
Pahranagat10,37,27.441,115,20.100
Pahranagat11,37,27.454,115,20.124
Pahranagat12,37,27.452,115,20.122
Pahranagat13,37,27.460,115,20.121
Pahranagat14,37,27.472,115,20.123
Pahranagat15,37,27.474,115,20.121
Pahranagat16,37,27.467,115,20.129
Pahranagat17,37,27.467,115,20.129
Pahranagat18,37,27.472,115,20.734
Pahranagat19,37,27.474,115,20.143
Pahranagat2,37,27.404,115,20.560
Pahranagat20,37,27.480,115,20.136
Pahranagat21,37,27.480,115,20.136
Pahranagat22,37,27.480,115,20.136
Pahranagat23,37,27.480,115,20.136
Pahranagat24,37,27.480,115,20.136
Pahranagat25,37,27.480,115,20.136
Pahranagat26,37,27.480,115,20.136
Pahranagat27,37,27.480,115,20.136
Pahranagat28,37,27.485,115,20.133
Pahranagat29,37,27.487,115,20.143
Pahranagat3,37,27.406,115,20.069
Pahranagat30,37,27.500,115,20.156
Pahranagat31,37,27.512,115,20.160
Pahranagat32,37,27.517,115,20.164
Pahranagat33,37,27.520,115,20.182
Pahranagat34,37,27.522,115,20.183
Pahranagat35,37,27.522,115,20.173
Pahranagat36,37,27.536,115,20.192
Pahranagat37,37,27.538,115,20.191
Pahranagat38,37,27.549,115,20.186
Pahranagat39,37,27.545,115,20.198
Pahranagat4,37,27.414,115,20.090
Pahranagat40,37,27.545,115,20.198
Pahranagat41,37,27.545,115,20.198
Pahranagat42,37,27.545,115,20.198
Pahranagat43,37,27.564,115,20.201
Pahranagat44,37,27.565,115,20.204
Pahranagat45,37,27.596,115,20.237
Pahranagat46,37,27.599,115,20.288
Pahranagat47,37,27.616,115,20.226
Pahranagat48,37,27.623,115,20.233
Pahranagat49,37,27.627,115,20.226
Pahranagat5,37,27.430,115,20.088
Pahranagat50,37,27.630,115,20.236
Pahranagat6,37,27.425,115,20.093
Pahranagat7,37,27.425,115,20.093
Pahranagat8,37,27.442,115,20.098
Pahranagat9,37,27.443,115,20.101
Palmdale1,34,28.173,117,49.185
Palmdale10,34,28.175,117,49.139
Palmdale100,34,28.167,117,48.615
Palmdale101,34,28.168,117,48.613
Palmdale11,34,28.176,117,49.140
Palmdale111,34,28.380,117,47.449
Palmdale112,34,28.380,117,47.453
Palmdale113,34,28.380,117,47.460
Palmdale114,34,28.378,117,47.460
Palmdale115,34,28.398,117,47.458
Palmdale116,34,28.385,117,47.464
Palmdale117,34,28.387,117,47.471
Palmdale118,34,28.389,117,47.471
Palmdale119,34,28.389,117,47.477
Palmdale12,34,28.175,117,49.138
Palmdale120,34,28.397,117,47.466
Palmdale121,34,28.414,117,47.469
Palmdale122,34,28.417,117,47.469
Palmdale123,34,28.417,117,47.469
Palmdale124,34,28.417,117,47.475
Palmdale125,34,28.415,117,47.477
Palmdale126,34,28.418,117,47.464
Palmdale127,34,28.420,117,47.456
Palmdale128,34,28.423,117,47.441
Palmdale129,34,28.483,117,47.447
Palmdale13,34,28.176,117,49.136
Palmdale130,34,28.424,117,47.455
Palmdale131,34,28.424,117,47.451
Palmdale132,34,28.428,117,47.451
Palmdale133,34,28.428,117,47.462
Palmdale134,34,28.489,117,47.462
Palmdale135,34,28.489,117,47.472
Palmdale136,34,28.426,117,47.472
Palmdale137,34,28.426,117,47.463
Palmdale138,34,28.434,117,47.460
Palmdale139,34,28.440,117,47.453
Palmdale14,34,28.178,117,49.118
Palmdale140,34,28.444,117,47.448
Palmdale141,34,28.452,117,47.450
Palmdale142,34,28.451,117,47.458
Palmdale143,34,28.451,117,47.458
Palmdale144,34,28.451,117,47.458
Palmdale145,34,28.451,117,47.454
Palmdale146,34,28.453,117,47.471
Palmdale147,34,28.460,117,47.451
Palmdale148,34,28.489,117,47.459
Palmdale149,34,28.463,117,47.750
Palmdale15,34,28.178,117,49.118
Palmdale150,34,28.472,117,47.471
Palmdale151,34,28.472,117,47.479
Palmdale152,34,28.478,117,47.449
Palmdale153,34,28.478,117,47.449
Palmdale154,34,28.490,117,47.448
Palmdale155,34,28.490,117,47.448
Palmdale156,34,28.490,117,47.448
Palmdale157,34,28.488,117,47.453
Palmdale158,34,28.488,117,47.466
Palmdale159,34,28.491,117,47.473
Palmdale16,34,28.176,117,49.119
Palmdale160,34,28.491,117,47.473
Palmdale161,34,28.487,117,47.473
Palmdale162,34,28.473,117,47.477
Palmdale17,34,28.177,117,49.118
Palmdale18,34,28.178,117,49.118
Palmdale19,34,28.177,117,49.118
Palmdale2,34,28.173,117,49.186
Palmdale20,34,28.174,117,49.109
Palmdale21,34,28.166,117,49.088
Palmdale22,34,28.166,117,49.086
Palmdale23,34,28.167,117,49.086
Palmdale24,34,28.170,117,49.084
Palmdale25,34,28.171,117,49.087
Palmdale26,34,28.170,117,49.086
Palmdale27,34,28.169,117,49.084
Palmdale28,34,28.170,117,49.079
Palmdale29,34,28.169,117,49.060
Palmdale3,34,28.171,117,49.183
Palmdale30,34,28.173,117,49.059
Palmdale31,34,28.170,117,49.049
Palmdale32,34,28.173,117,49.037
Palmdale33,34,28.174,117,49.034
Palmdale34,34,28.174,117,49.030
Palmdale35,34,28.189,117,49.014
Palmdale36,34,28.169,117,49.011
Palmdale37,34,28.170,117,49.010
Palmdale38,34,28.165,117,49.008
Palmdale39,34,28.166,117,49.000
Palmdale4,34,28.168,117,49.174
Palmdale40,34,28.170,117,48.999
Palmdale41,34,28.168,117,48.996
Palmdale42,34,28.172,117,48.994
Palmdale43,34,28.165,117,48.956
Palmdale44,34,28.168,117,48.955
Palmdale45,34,28.167,117,48.944
Palmdale46,34,28.168,117,48.943
Palmdale47,34,28.168,117,48.843
Palmdale48,34,28.170,117,48.928
Palmdale49,34,28.172,117,48.928
Palmdale5,34,28.171,117,49.170
Palmdale50,34,28.169,117,48.908
Palmdale51,34,28.161,117,48.888
Palmdale52,34,28.166,117,48.882
Palmdale53,34,28.168,117,48.881
Palmdale54,34,28.171,117,48.876
Palmdale55,34,28.168,117,48.893
Palmdale56,34,28.172,117,48.892
Palmdale57,34,28.166,117,48.863
Palmdale58,34,28.166,117,48.864
Palmdale59,34,28.166,117,48.802
Palmdale6,34,28.174,117,49.165
Palmdale60,34,28.166,117,48.862
Palmdale61,34,28.166,117,48.860
Palmdale62,34,28.166,117,48.852
Palmdale63,34,28.168,117,48.830
Palmdale64,34,28.169,117,48.829
Palmdale65,34,28.165,117,48.826
Palmdale67,34,28.166,117,48.818
Palmdale68,34,28.109,117,48.818
Palmdale69,34,28.169,117,48.819
Palmdale7,34,28.174,117,49.151
Palmdale70,34,28.169,117,48.819
Palmdale71,34,28.168,117,48.819
Palmdale72,34,28.168,117,48.817
Palmdale73,34,28.171,117,48.815
Palmdale74,34,28.176,117,48.815
Palmdale75,34,28.176,117,48.815
Palmdale76,34,28.172,117,48.809
Palmdale77,34,28.164,117,48.810
Palmdale78,34,28.167,117,48.796
Palmdale79,34,28.167,117,48.778
Palmdale8,34,28.175,117,49.140
Palmdale80,34,28.157,117,48.790
Palmdale81,34,28.169,117,48.786
Palmdale82,34,28.173,117,48.769
Palmdale83,34,28.172,117,48.770
Palmdale84,34,28.174,117,48.764
Palmdale85,34,28.164,117,48.728
Palmdale86,34,28.161,117,48.723
Palmdale87,34,28.168,117,48.720
Palmdale88,34,28.168,117,48.720
Palmdale89,34,28.160,117,48.714
Palmdale9,34,28.174,117,49.141
Palmdale90,34,28.173,117,48.688
Palmdale91,34,28.166,117,48.671
Palmdale92,34,28.165,117,48.666
Palmdale93,34,28.171,117,48.664
Palmdale94,34,28.166,117,48.661
Palmdale95,34,28.166,117,48.661
Palmdale96,34,28.166,117,48.651
Palmdale97,34,28.166,117,48.638
Palmdale98,34,28.174,117,48.677
Palmdale99,34,28.168,117,48.615
Powerline1,34,30.704,117,50.137
Powerline10,34,30.705,117,50.138
Powerline11,34,30.712,117,50.140
Powerline12,34,30.733,117,50.144
Powerline13,34,30.745,117,50.145
Powerline14,34,30.749,117,50.144
Powerline15,34,30.762,117,50.146
Powerline16,34,30.997,117,50.151
Powerline17,34,30.797,117,50.151
Powerline18,34,30.821,117,50.144
Powerline19,34,30.833,117,50.143
Powerline2,34,30.705,117,50.137
Powerline20,34,30.848,117,50.156
Powerline21,34,30.855,117,50.149
Powerline22,34,30.912,117,50.204
Powerline23,34,30.910,117,50.204
Powerline24,34,30.921,117,50.200
Powerline25,34,30.923,117,50.203
Powerline26,34,30.925,117,50.202
Powerline27,34,30.924,117,50.202
Powerline28,34,30.926,117,50.198
Powerline29,34,30.929,117,50.205
Powerline3,34,30.706,117,50.139
Powerline30,34,30.937,117,50.207
Powerline31,34,30.925,117,50.196
Powerline32,34,30.939,117,50.194
Powerline33,34,30.947,117,50.201
Powerline34,34,30.947,117,50.201
Powerline35,34,30.947,117,50.201
Powerline36,34,30.947,117,50.201
Powerline37,34,30.947,117,50.201
Powerline38,34,30.957,117,50.202
Powerline39,34,30.957,117,50.202
